chr,Line,pos_leftflank,pos_start,pos_end,pos_rightflank,marker_left_flank,marker_start,marker_end,marker_right_flank,chrom.size,intro_start,intro_end,intro.size,intro.prop.chr
5,Tzi8/B73 NIL-1101,76862412,77102709,89050073,89050118,S5_76862412,S5_77102709,S5_89050073,S5_89050118,223902240,76982560.5,89050095.5,12067535,0.0538964460561002
5,Ki3/B73 NIL-1237,7146862,7173251,8292793,8292795,S5_7146862,S5_7173251,S5_8292793,S5_8292795,223902240,7160056.5,8292794,1132737.5,0.00505907176274788
5,Mo17/B73 NIL-1301,221721414,221800038,223902240,223902240,S5_221721414,S5_221800038,END,END,223902240,221760726,223902240,2141514,0.00956450458021322
5,CML103/B73 NIL-1079D,206246044,206246050,208845631,208988511,S5_206246044,S5_206246050,S5_208845631,S5_208988511,223902240,206246047,208917071,2671024,0.0119294206257159
5,Mo18W/B73 NIL-1095,14178972,14182851,161312595,161312615,S5_14178972,S5_14182851,S5_161312595,S5_161312615,223902240,14180911.5,161312605,147131693.5,0.657124705407146
5,Oh43/B73 NIL-1173B,0,0,171992814,172001583,S5_121546,S5_121546,S5_171992814,S5_172001583,223902240,0,171997198.5,171997198.5,0.768179891813499
5,CML103/B73 NIL-1129,171932800,171992717,176725201,176725203,S5_171932800,S5_171992717,S5_176725201,S5_176725203,223902240,171962758.5,176725202,4762443.5,0.0212701914013902
5,CML103/B73 NIL-1079B,220039461,220039489,223902240,223902240,S5_220039461,S5_220039489,END,END,223902240,220039475,223902240,3862765,0.0172520158797875
5,NC358/B73 NIL-1035,76816897,76823792,172378451,172390390,S5_76816897,S5_76823792,S5_172378451,S5_172390390,223902240,76820344.5,172384420.5,95564076,0.426811612067838
5,Tzi8/B73 NIL-1251,86729784,86740222,86740341,87054810,S5_86729784,S5_86740222,S5_86740341,S5_87054810,223902240,86735003,86897575.5,162572.5,0.000726086974386679
5,CML103/B73 NIL-1081A,6718882,6801416,48418482,48592213,S5_6718882,S5_6801416,S5_48418482,S5_48592213,223902240,6760149,48505347.5,41745198.5,0.186443862732235
5,CML52/B73 NIL-1214A,103264914,103463658,104161906,104161913,S5_103264914,S5_103463658,S5_104161906,S5_104161913,223902240,103364286,104161909.5,797623.5,0.00356237391818858
5,Tzi8/B73 NIL-1333,172181718,172181731,172183864,172183883,S5_172181718,S5_172181731,S5_172183864,S5_172183883,223902240,172181724.5,172183873.5,2149,9.59793881472557e-06
5,CML228/B73 NIL-1044,209450339,209531807,217372359,217372372,S5_209450339,S5_209531807,S5_217372359,S5_217372372,223902240,209491073,217372365.5,7881292.5,0.0351997036742464
5,CML228/B73 NIL-1134B,0,0,2178398,2179788,S5_121546,S5_121546,S5_2178398,S5_2179788,223902240,0,2179093,2179093,0.00973234122177608
5,NC358/B73 NIL-1179,186175218,186175247,192613407,192613432,S5_186175218,S5_186175247,S5_192613407,S5_192613432,223902240,186175232.5,192613419.5,6438187,0.028754455515943
5,NC350/B73 NIL-1246,211448919,211448930,216483213,216483215,S5_211448919,S5_211448930,S5_216483213,S5_216483215,223902240,211448924.5,216483214,5034289.5,0.0224843194958657
5,Ki11/B73 NIL-1153,0,0,6606183,6606186,S5_121546,S5_121546,S5_6606183,S5_6606186,223902240,0,6606184.5,6606184.5,0.0295047718146991
5,CML103/B73 NIL-1331,10009472,10010278,67039535,67039600,S5_10009472,S5_10010278,S5_67039535,S5_67039600,223902240,10009875,67039567.5,57029692.5,0.254708003367898
5,CML103/B73 NIL-1242,185446004,185560159,211369801,211375034,S5_185446004,S5_185560159,S5_211369801,S5_211375034,223902240,185503081.5,211372417.5,25869336,0.115538531459087
5,Tx303/B73 NIL-1241,200869457,200869465,205469439,205469454,S5_200869457,S5_200869465,S5_205469439,S5_205469454,223902240,200869461,205469446.5,4599985.5,0.0205446158109003
5,CML247/B73 NIL-1015,204966193,204966200,223902240,223902240,S5_204966193,S5_204966200,END,END,223902240,204966196.5,223902240,18936043.5,0.0845728184764922
5,Ki3/B73 NIL-1258,3414250,3414263,4414403,4414409,S5_3414250,S5_3414263,S5_4414403,S5_4414409,223902240,3414256.5,4414406,1000149.5,0.00446690260892432
5,CML228/B73 NIL-1207,10560278,10560384,10606816,10716041,S5_10560278,S5_10560384,S5_10606816,S5_10716041,223902240,10560331,10661428.5,101097.5,0.000451525183490795
5,Tx303/B73 NIL-1193,28550302,28550306,71083014,71091758,S5_28550302,S5_28550306,S5_71083014,S5_71091758,223902240,28550304,71087386,42537082,0.189980600462059
5,Ki11/B73 NIL-1032,167251711,167253443,172835168,172835189,S5_167251711,S5_167253443,S5_172835168,S5_172835189,223902240,167252577,172835178.5,5582601.5,0.0249332096900862
5,CML333/B73 NIL-1008,12354803,12366954,22442968,22443071,S5_12354803,S5_12366954,S5_22442968,S5_22443071,223902240,12360878.5,22443019.5,10082141,0.0450292100695375
5,NC358/B73 NIL-1052,208836211,208841333,223902240,223902240,S5_208836211,S5_208841333,END,END,223902240,208838772,223902240,15063468,0.0672769865991515
5,Ki11/B73 NIL-1193,42933120,43192302,55117584,55117588,S5_42933120,S5_43192302,S5_55117584,S5_55117588,223902240,43062711,55117586,12054875,0.05383990352218
5,NC350/B73 NIL-1153B,21906625,21906662,53119246,53242368,S5_21906625,S5_21906662,S5_53119246,S5_53242368,223902240,21906643.5,53180807,31274163.5,0.13967776070485
5,Tzi8/B73 NIL-1234,190313048,190318859,220943267,220950481,S5_190313048,S5_190318859,S5_220943267,S5_220950481,223902240,190315953.5,220946874,30630920.5,0.136804886364692
5,Mo18W/B73 NIL-1001,2201367,2201377,7977079,7994278,S5_2201367,S5_2201377,S5_7977079,S5_7994278,223902240,2201372,7985678.5,5784306.5,0.0258340716019634
5,Tzi8/B73 NIL-1143,217043825,217144877,217165249,217165268,S5_217043825,S5_217144877,S5_217165249,S5_217165268,223902240,217094351,217165258.5,70907.5,0.000316689551654329
5,CML333/B73 NIL-1201,5968682,5968713,7388110,7388295,S5_5968682,S5_5968713,S5_7388110,S5_7388295,223902240,5968697.5,7388202.5,1419505,0.0063398427813853
5,CML69/B73 NIL-1096,217422462,217422463,217552404,217552406,S5_217422462,S5_217422463,S5_217552404,S5_217552406,223902240,217422462.5,217552405,129942.5,0.000580353729377607
5,Mo18W/B73 NIL-1127,177942342,178096354,212350440,212370043,S5_177942342,S5_178096354,S5_212350440,S5_212370043,223902240,178019348,212360241.5,34340893.5,0.153374497280599
5,NC350/B73 NIL-1196,6169840,6171366,8364727,8364746,S5_6169840,S5_6171366,S5_8364727,S5_8364746,223902240,6170603,8364736.5,2194133.5,0.00979951562789189
5,CML333/B73 NIL-1015,23286689,23286849,90968129,91315164,S5_23286689,S5_23286849,S5_90968129,S5_91315164,223902240,23286769,91141646.5,67854877.5,0.303055822487528
5,CML52/B73 NIL-1069,176725206,176725281,181886804,181886825,S5_176725206,S5_176725281,S5_181886804,S5_181886825,223902240,176725243.5,181886814.5,5161571,0.0230527885741563
5,Ki3/B73 NIL-1128,210004753,210004757,213851163,213913625,S5_210004753,S5_210004757,S5_213851163,S5_213913625,223902240,210004755,213882394,3877639,0.0173184466577914
5,Tzi8/B73 NIL-1034,1592504,1592537,2355869,2355870,S5_1592504,S5_1592537,S5_2355869,S5_2355870,223902240,1592520.5,2355869.5,763349,0.00340929594987527
5,CML277/B73 NIL-1017,0,0,3948746,3953110,S5_121546,S5_121546,S5_3948746,S5_3953110,223902240,0,3950928,3950928,0.0176457725478763
5,M162W/B73 NIL-1136,7403645,7507203,22862950,22862957,S5_7403645,S5_7507203,S5_22862950,S5_22862957,223902240,7455424,22862953.5,15407529.5,0.0688136460805394
5,CML322/B73 NIL-1254,14101871,14102067,37024073,37318655,S5_14101871,S5_14102067,S5_37024073,S5_37318655,223902240,14101969,37171364,23069395,0.10303333722789
5,CML69/B73 NIL-1176,2871248,2996253,5509026,5509033,S5_2871248,S5_2996253,S5_5509026,S5_5509033,223902240,2933750.5,5509029.5,2575279,0.0115018009645638
5,Tx303/B73 NIL-1246,203114168,203114177,217551411,217552404,S5_203114168,S5_203114177,S5_217551411,S5_217552404,223902240,203114172.5,217551907.5,14437735,0.0644823160322112
5,NC350/B73 NIL-1210,0,0,28505067,28550302,S5_121546,S5_121546,S5_28505067,S5_28550302,223902240,0,28527684.5,28527684.5,0.127411340324242
5,NC358/B73 NIL-1084,36181540,36223426,168983930,168983947,S5_36181540,S5_36223426,S5_168983930,S5_168983947,223902240,36202483,168983938.5,132781455.5,0.593033171530575
5,Tzi8/B73 NIL-1107,86729784,86740222,86740341,87054810,S5_86729784,S5_86740222,S5_86740341,S5_87054810,223902240,86735003,86897575.5,162572.5,0.000726086974386679
5,Ki11/B73 NIL-1212,4311019,4364596,10177752,10177775,S5_4311019,S5_4364596,S5_10177752,S5_10177775,223902240,4337807.5,10177763.5,5839956,0.0260826153414097
5,Oh43/B73 NIL-1037,7507366,7508347,7508384,7508431,S5_7507366,S5_7508347,S5_7508384,S5_7508431,223902240,7507856.5,7508407.5,551,2.46089543364997e-06
5,Mo18W/B73 NIL-1016B,218486050,218486075,223902240,223902240,S5_218486050,S5_218486075,END,END,223902240,218486062.5,223902240,5416177.5,0.0241899210119559
5,CML52/B73 NIL-1327,40645335,40899460,147042676,147042682,S5_40645335,S5_40899460,S5_147042676,S5_147042682,223902240,40772397.5,147042679,106270281.5,0.474628040791374
5,Ki3/B73 NIL-1221,0,0,6192596,6192598,S5_121546,S5_121546,S5_6192596,S5_6192598,223902240,0,6192597,6192597,0.0276575928851806
5,CML103/B73 NIL-1340B,0,0,4605508,4679091,S5_121546,S5_121546,S5_4605508,S5_4679091,223902240,0,4642299.5,4642299.5,0.0207336000747469
5,CML103/B73 NIL-1254A,10007356,10007369,67119150,67119400,S5_10007356,S5_10007369,S5_67119150,S5_67119400,223902240,10007362.5,67119275,57111912.5,0.255075217201936
5,CML52/B73 NIL-1003,204967862,205045078,209071075,209071081,S5_204967862,S5_205045078,S5_209071075,S5_209071081,223902240,205006470,209071078,4064608,0.0181534941320819
5,Ki11/B73 NIL-1086,12329247,12329248,20983359,20984306,S5_12329247,S5_12329248,S5_20983359,S5_20984306,223902240,12329247.5,20983832.5,8654585,0.0386534096309175
5,Oh43/B73 NIL-1308,60300232,60369508,72692957,72693823,S5_60300232,S5_60369508,S5_72692957,S5_72693823,223902240,60334870,72693390,12358520,0.0551960534204571
5,Ki11/B73 NIL-1015,1908775,1935712,4311019,4364596,S5_1908775,S5_1935712,S5_4311019,S5_4364596,223902240,1922243.5,4337807.5,2415564,0.0107884762564233
5,Mo18W/B73 NIL-1095,212573356,212577424,212577469,212578141,S5_212573356,S5_212577424,S5_212577469,S5_212578141,223902240,212575390,212577805,2415,1.07859572999359e-05
5,Oh43/B73 NIL-1028,7403645,7507203,7773742,7773747,S5_7403645,S5_7507203,S5_7773742,S5_7773747,223902240,7455424,7773744.5,318320.5,0.00142169412865186
5,CML247/B73 NIL-1005A,86081234,86081259,90503277,90613994,S5_86081234,S5_86081259,S5_90503277,S5_90613994,223902240,86081246.5,90558635.5,4477389,0.0199970710431481
5,CML333/B73 NIL-1116,177774418,177774422,204563764,204563771,S5_177774418,S5_177774422,S5_204563764,S5_204563771,223902240,177774420,204563767.5,26789347.5,0.11964751893505
5,CML247/B73 NIL-1065,90205508,90503277,180362541,180362547,S5_90205508,S5_90503277,S5_180362541,S5_180362547,223902240,90354392.5,180362544,90008151.5,0.401997548126361
5,NC350/B73 NIL-1192,7996235,8061623,28505067,28550302,S5_7996235,S5_8061623,S5_28505067,S5_28550302,223902240,8028929,28527684.5,20498755.5,0.0915522573601765
5,NC350/B73 NIL-1250,196747329,196747330,196753666,196849546,S5_196747329,S5_196747330,S5_196753666,S5_196849546,223902240,196747329.5,196801606,54276.5,0.000242411598919243
5,Oh43/B73 NIL-1175B,91461840,91461841,91774630,91774631,S5_91461840,S5_91461841,S5_91774630,S5_91774631,223902240,91461840.5,91774630.5,312790,0.00139699361649977
5,CML52/B73 NIL-1069,195097755,195108520,218862413,218869690,S5_195097755,S5_195108520,S5_218862413,S5_218869690,223902240,195103137.5,218866051.5,23762914,0.106130755994223
5,NC350/B73 NIL-1242,210671262,210775626,219276304,219412997,S5_210671262,S5_210775626,S5_219276304,S5_219412997,223902240,210723444,219344650.5,8621206.5,0.0385043334090807
5,CML277/B73 NIL-1086,171547537,171768662,184894702,184894703,S5_171547537,S5_171768662,S5_184894702,S5_184894703,223902240,171658099.5,184894702.5,13236603,0.0591177783661298
5,CML103/B73 NIL-1206,76338498,76338541,168983930,168983947,S5_76338498,S5_76338541,S5_168983930,S5_168983947,223902240,76338519.5,168983938.5,92645419,0.413776204293445
5,CML333/B73 NIL-1131,216594408,216594444,218871895,218891077,S5_216594408,S5_216594444,S5_218871895,S5_218891077,223902240,216594426,218881486,2287060,0.0102145472059592
5,CML103/B73 NIL-1081B,6718844,6718876,48280705,48280709,S5_6718844,S5_6718876,S5_48280705,S5_48280709,223902240,6718860,48280707,41561847,0.18562497186272
5,CML333/B73 NIL-1253,217039695,217043424,223902240,223902240,S5_217039695,S5_217043424,END,END,223902240,217041559.5,223902240,6860680.5,0.0306414107335416
5,Ki11/B73 NIL-1117B,211007615,211157325,217534916,217535505,S5_211007615,S5_211157325,S5_217534916,S5_217535505,223902240,211082470,217535210.5,6452740.5,0.0288194548656592
5,CML277/B73 NIL-1061,217714455,217775121,218658250,218658268,S5_217714455,S5_217775121,S5_218658250,S5_218658268,223902240,217744788,218658259,913471,0.00407977606655476
5,CML69/B73 NIL-1016,218871873,218871879,219786171,219814225,S5_218871873,S5_218871879,S5_219786171,S5_219814225,223902240,218871876,219800198,928322,0.00414610412115573
5,CML69/B73 NIL-1026,216126085,216250942,219143710,219143960,S5_216126085,S5_216250942,S5_219143710,S5_219143960,223902240,216188513.5,219143835,2955321.5,0.0131991600441335
5,CML69/B73 NIL-1178,3231423,3342845,5509026,5509033,S5_3231423,S5_3342845,S5_5509026,S5_5509033,223902240,3287134,5509029.5,2221895.5,0.00992350724137463
5,Tx303/B73 NIL-1005,173903728,173904576,209071075,209071081,S5_173903728,S5_173904576,S5_209071075,S5_209071081,223902240,173904152,209071078,35166926,0.157063752466255
5,NC358/B73 NIL-1154,3476333,3476466,4897550,5038369,S5_3476333,S5_3476466,S5_4897550,S5_5038369,223902240,3476399.5,4967959.5,1491560,0.00666165733759519
5,Ki11/B73 NIL-1147,6083410,6090457,6606183,6606186,S5_6083410,S5_6090457,S5_6606183,S5_6606186,223902240,6086933.5,6606184.5,519251,0.0023190969415938
5,CML277/B73 NIL-1029,13378093,13420005,23160746,23160946,S5_13378093,S5_13420005,S5_23160746,S5_23160946,223902240,13399049,23160846,9761797,0.0435984785145517
5,Mo18W/B73 NIL-1116A,103264914,103463658,104161906,104161913,S5_103264914,S5_103463658,S5_104161906,S5_104161913,223902240,103364286,104161909.5,797623.5,0.00356237391818858
5,Oh43/B73 NIL-1046,0,0,1666517,1666563,S5_121546,S5_121546,S5_1666517,S5_1666563,223902240,0,1666540,1666540,0.00744315912158806
5,NC350/B73 NIL-1080,118166019,118166160,122251304,123187693,S5_118166019,S5_118166160,S5_122251304,S5_123187693,223902240,118166089.5,122719498.5,4553409,0.0203365942207635
5,Mo17/B73 NIL-1214,203114168,203114177,205900130,205900184,S5_203114168,S5_203114177,S5_205900130,S5_205900184,223902240,203114172.5,205900157,2785984.5,0.0124428612237198
5,Oh43/B73 NIL-1173A,0,0,184702795,184702820,S5_121546,S5_121546,S5_184702795,S5_184702820,223902240,0,184702807.5,184702807.5,0.824926126241524
5,Tx303/B73 NIL-1019,12930257,13378093,76649204,76702734,S5_12930257,S5_13378093,S5_76649204,S5_76702734,223902240,13154175,76675969,63521794,0.283703253705724
5,CML247/B73 NIL-1032B,15972960,16108346,16325902,16328272,S5_15972960,S5_16108346,S5_16325902,S5_16328272,223902240,16040653,16327087,286434,0.001279281529296
5,Tzi8/B73 NIL-1220,106267006,106333721,106578479,108269218,S5_106267006,S5_106333721,S5_106578479,S5_108269218,223902240,106300363.5,107423848.5,1123485,0.00501774792427266
5,CML52/B73 NIL-1010A,106267006,106333721,106578479,108269218,S5_106267006,S5_106333721,S5_106578479,S5_108269218,223902240,106300363.5,107423848.5,1123485,0.00501774792427266
5,Tx303/B73 NIL-1248,28550302,28550306,28800693,28800708,S5_28550302,S5_28550306,S5_28800693,S5_28800708,223902240,28550304,28800700.5,250396.5,0.00111832958884199
5,CML333/B73 NIL-1003,159326804,159328712,176932465,176932631,S5_159326804,S5_159328712,S5_176932465,S5_176932631,223902240,159327758,176932548,17604790,0.0786271276249849
5,NC358/B73 NIL-1236,211672035,211672294,215863604,215877235,S5_211672035,S5_211672294,S5_215863604,S5_215877235,223902240,211672164.5,215870419.5,4198255,0.0187503930286718
5,Tx303/B73 NIL-1079B,218941094,218941097,223902240,223902240,S5_218941094,S5_218941097,END,END,223902240,218941095.5,223902240,4961144.5,0.0221576367436074
5,Oh43/B73 NIL-1002,196747333,196747335,196753666,196849546,S5_196747333,S5_196747335,S5_196753666,S5_196849546,223902240,196747334,196801606,54272,0.000242391500862162
5,CML103/B73 NIL-1005,213814881,213816394,213823225,213823238,S5_213814881,S5_213816394,S5_213823225,S5_213823238,223902240,213815637.5,213823231.5,7594,3.39165878822829e-05
5,Oh43/B73 NIL-1307,200869465,200871383,201594829,201740470,S5_200869465,S5_200871383,S5_201594829,S5_201740470,223902240,200870424,201667649.5,797225.5,0.00356059635669567
5,Tzi8/B73 NIL-1258,209980470,209984494,210189928,210189954,S5_209980470,S5_209984494,S5_210189928,S5_210189954,223902240,209982482,210189941,207459,0.000926560627531015
5,Tzi8/B73 NIL-1258,220956874,221090069,221375220,221375249,S5_220956874,S5_221090069,S5_221375220,S5_221375249,223902240,221023471.5,221375234.5,351763,0.00157105618952271
5,CML228/B73 NIL-1117A,0,0,6643533,6646793,S5_121546,S5_121546,S5_6643533,S5_6646793,223902240,0,6645163,6645163,0.0296788589520141
5,CML322/B73 NIL-1255,15172591,15269368,140469855,140716082,S5_15172591,S5_15269368,S5_140469855,S5_140716082,223902240,15220979.5,140592968.5,125371989,0.559940753607467
5,Mo18W/B73 NIL-1028A,220378033,220394522,220931498,220943267,S5_220378033,S5_220394522,S5_220931498,S5_220943267,223902240,220386277.5,220937382.5,551105,0.00246136438831519
5,CML228/B73 NIL-1160A,19175916,19175919,20788896,20983351,S5_19175916,S5_19175919,S5_20788896,S5_20983351,223902240,19175917.5,20886123.5,1710206,0.00763818173502864
5,CML333/B73 NIL-1290,18158080,18159498,129319142,129319156,S5_18158080,S5_18159498,S5_129319142,S5_129319156,223902240,18158789,129319149,111160360,0.496468280085094
5,Tx303/B73 NIL-1085C,38498869,38498878,176196678,176196681,S5_38498869,S5_38498878,S5_176196678,S5_176196681,223902240,38498873.5,176196679.5,137697806,0.614990747747767
5,CML322/B73 NIL-1060,178383495,178400673,203059357,203114166,S5_178383495,S5_178400673,S5_203059357,S5_203114166,223902240,178392084,203086761.5,24694677.5,0.110292230662811
5,Tx303/B73 NIL-1166,195388052,195389280,204020707,204020715,S5_195388052,S5_195389280,S5_204020707,S5_204020715,223902240,195388666,204020711,8632045,0.0385527406961181
5,NC358/B73 NIL-1154,0,0,2179921,2182883,S5_121546,S5_121546,S5_2179921,S5_2182883,223902240,0,2181402,2181402,0.00974265375817589
5,CML103/B73 NIL-1324B,65917339,65917375,65917513,65917525,S5_65917339,S5_65917375,S5_65917513,S5_65917525,223902240,65917357,65917519,162,7.23530054902532e-07
5,CML69/B73 NIL-1185,220039461,220039489,223902240,223902240,S5_220039461,S5_220039489,END,END,223902240,220039475,223902240,3862765,0.0172520158797875
5,NC350/B73 NIL-1157,184383462,184383495,188177828,188273664,S5_184383462,S5_184383495,S5_188177828,S5_188273664,223902240,184383478.5,188225746,3842267.5,0.0171604692297853
5,Oh43/B73 NIL-1142,5509066,5639952,6165492,6165591,S5_5509066,S5_5639952,S5_6165492,S5_6165591,223902240,5574509,6165541.5,591032.5,0.00263968998255667
5,Tzi8/B73 NIL-1258,190308223,190311176,190313045,190313046,S5_190308223,S5_190311176,S5_190313045,S5_190313046,223902240,190309699.5,190313045.5,3346,1.49440219981721e-05
5,CML69/B73 NIL-1007,197654860,197912334,214159963,214211311,S5_197654860,S5_197912334,S5_214159963,S5_214211311,223902240,197783597,214185637,16402040,0.0732553635908243
5,NC350/B73 NIL-1240,210671262,210775626,221119480,221119498,S5_210671262,S5_210775626,S5_221119480,S5_221119498,223902240,210723444,221119489,10396045,0.0464311790717234
5,Tx303/B73 NIL-1019,0,0,6906174,6906201,S5_121546,S5_121546,S5_6906174,S5_6906201,223902240,0,6906187.5,6906187.5,0.0308446556854456
5,Tx303/B73 NIL-1187,23670642,23707251,71083014,71091758,S5_23670642,S5_23707251,S5_71083014,S5_71091758,223902240,23688946.5,71087386,47398439.5,0.211692565023021
5,Tx303/B73 NIL-1214,207564389,207629833,211369586,211369790,S5_207564389,S5_207629833,S5_211369586,S5_211369790,223902240,207597111,211369688,3772577,0.0168492150860125
5,CML103/B73 NIL-1081A,220039461,220039489,223902240,223902240,S5_220039461,S5_220039489,END,END,223902240,220039475,223902240,3862765,0.0172520158797875
5,NC358/B73 NIL-1227,221118841,221119274,223902240,223902240,S5_221118841,S5_221119274,END,END,223902240,221119057.5,223902240,2783182.5,0.0124303468335109
5,CML247/B73 NIL-1005A,204966193,204966200,223902240,223902240,S5_204966193,S5_204966200,END,END,223902240,204966196.5,223902240,18936043.5,0.0845728184764922
5,NC358/B73 NIL-1233,184702820,184702860,193514865,193514907,S5_184702820,S5_184702860,S5_193514865,S5_193514907,223902240,184702840,193514886,8812046,0.039356667445578
5,Ki3/B73 NIL-1185,154574978,154575005,172816825,172816830,S5_154574978,S5_154575005,S5_172816825,S5_172816830,223902240,154574991.5,172816827.5,18241836,0.0814723247074259
6,Oh43/B73 NIL-1230,105708048,105708128,105715687,105715688,S6_105708048,S6_105708128,S6_105715687,S6_105715688,174033170,105708088,105715687.5,7599.5,4.36669630277952e-05
6,Tzi8/B73 NIL-1310,153338722,153412813,163789882,163789913,S6_153338722,S6_153412813,S6_163789882,S6_163789913,174033170,153375767.5,163789897.5,10414130,0.0598399144255087
6,CML247/B73 NIL-1040,159378144,159545948,163079280,163087003,S6_159378144,S6_159545948,S6_163079280,S6_163087003,174033170,159462046,163083141.5,3621095.5,0.0208069272081868
6,CML69/B73 NIL-1091,164809740,164811072,169710209,169710247,S6_164809740,S6_164811072,S6_169710209,S6_169710247,174033170,164810406,169710228,4899822,0.0281545293922992
6,CML103/B73 NIL-1330,87386336,87487999,91576926,91587740,S6_87386336,S6_87487999,S6_91576926,S6_91587740,174033170,87437167.5,91582333,4145165.5,0.0238182497049269
6,CML69/B73 NIL-1081,169688658,169689695,169700137,169700164,S6_169688658,S6_169689695,S6_169700137,S6_169700164,174033170,169689176.5,169700150.5,10974,6.30569448341371e-05
6,CML228/B73 NIL-1178,166976332,166976370,174033170,174033170,S6_166976332,S6_166976370,END,END,174033170,166976351,174033170,7056819,0.0405487011470285
6,Tx303/B73 NIL-1079A,171660584,171663852,174033170,174033170,S6_171660584,S6_171663852,END,END,174033170,171662218,174033170,2370952,0.0136235638298147
6,CML69/B73 NIL-1081,99520428,99538920,105940333,105940394,S6_99520428,S6_99538920,S6_105940333,S6_105940394,174033170,99529674,105940363.5,6410689.5,0.0368360209723238
6,Tzi8/B73 NIL-1148B,154856757,154856897,154856934,154870358,S6_154856757,S6_154856897,S6_154856934,S6_154870358,174033170,154856827,154863646,6819,3.9182185786767e-05
6,Oh43/B73 NIL-1145,159351833,159377822,166064702,166064714,S6_159351833,S6_159377822,S6_166064702,S6_166064714,174033170,159364827.5,166064708,6699880.5,0.038497721440114
6,Tx303/B73 NIL-1133,168950101,168950136,174033170,174033170,S6_168950101,S6_168950136,END,END,174033170,168950118.5,174033170,5083051.5,0.0292073717901019
6,CML247/B73 NIL-1015,159745162,159745164,163231015,163231251,S6_159745162,S6_159745164,S6_163231015,S6_163231251,174033170,159745163,163231133,3485970,0.0200304918884141
6,CML69/B73 NIL-1239B,148056483,148075958,169015347,169021747,S6_148056483,S6_148075958,S6_169015347,S6_169021747,174033170,148066220.5,169018547,20952326.5,0.120392718813316
6,Tzi8/B73 NIL-1140,115433639,115445977,118321730,118321765,S6_115433639,S6_115445977,S6_118321730,S6_118321765,174033170,115439808,118321747.5,2881939.5,0.0165597138752342
6,Mo18W/B73 NIL-1149B,119334927,119351217,151068806,151068809,S6_119334927,S6_119351217,S6_151068806,S6_151068809,174033170,119343072,151068807.5,31725735.5,0.182297061531431
6,Ki3/B73 NIL-1043A,105844238,105938752,113745059,113745060,S6_105844238,S6_105938752,S6_113745059,S6_113745060,174033170,105891495,113745059.5,7853564.5,0.0451268255356148
6,CML333/B73 NIL-1127,17432855,18674615,29568074,29572776,S6_17432855,S6_18674615,S6_29568074,S6_29572776,174033170,18053735,29570425,11516690,0.0661752584291834
6,CML69/B73 NIL-1018,132321284,132321288,159602518,159602528,S6_132321284,S6_132321288,S6_159602518,S6_159602528,174033170,132321286,159602523,27281237,0.15675883511172
6,CML69/B73 NIL-1077,85066766,85083972,85715130,85715133,S6_85066766,S6_85083972,S6_85715130,S6_85715133,174033170,85075369,85715131.5,639762.5,0.00367609519495623
6,CML103/B73 NIL-1197,106660174,106704898,124817309,124872783,S6_106660174,S6_106704898,S6_124817309,S6_124872783,174033170,106682536,124845046,18162510,0.104362346557268
6,CML333/B73 NIL-1296,116700551,116840883,126571429,126667514,S6_116700551,S6_116840883,S6_126571429,S6_126667514,174033170,116770717,126619471.5,9848754.5,0.0565912492428886
6,CML103/B73 NIL-1242,136833868,136833883,159745164,159748808,S6_136833868,S6_136833883,S6_159745164,S6_159748808,174033170,136833875.5,159746986,22913110.5,0.131659444575997
6,Mo17/B73 NIL-1314,153427686,153439326,161002500,161002501,S6_153427686,S6_153439326,S6_161002500,S6_161002501,174033170,153433506,161002500.5,7568994.5,0.0434916774773453
6,CML277/B73 NIL-1012A,85066766,85083972,85715130,85715133,S6_85066766,S6_85083972,S6_85715130,S6_85715133,174033170,85075369,85715131.5,639762.5,0.00367609519495623
6,CML333/B73 NIL-1209,136197810,136297833,159745162,159745164,S6_136197810,S6_136297833,S6_159745162,S6_159745164,174033170,136247821.5,159745163,23497341.5,0.135016454047237
6,CML228/B73 NIL-1067,29609484,29659362,97813777,97813781,S6_29609484,S6_29659362,S6_97813777,S6_97813781,174033170,29634423,97813779,68179356,0.391760697113085
6,CML277/B73 NIL-1012B,101747568,102941022,117049199,117049246,S6_101747568,S6_102941022,S6_117049199,S6_117049246,174033170,102344295,117049222.5,14704927.5,0.0844949701255226
6,Tzi8/B73 NIL-1133C,85066766,85083972,161898608,162206389,S6_85066766,S6_85083972,S6_161898608,S6_162206389,174033170,85075369,162052498.5,76977129.5,0.442312976888256
6,CML52/B73 NIL-1076,151975366,151975371,157837578,157837582,S6_151975366,S6_151975371,S6_157837578,S6_157837582,174033170,151975368.5,157837580,5862211.5,0.0336844493495119
6,CML228/B73 NIL-1217A,105708048,105708128,105715687,105715688,S6_105708048,S6_105708128,S6_105715687,S6_105715688,174033170,105708088,105715687.5,7599.5,4.36669630277952e-05
6,Mo18W/B73 NIL-1152,0,0,2142884,2143030,S6_179381,S6_179381,S6_2142884,S6_2143030,174033170,0,2142957,2142957,0.0123134974786703
6,CML333/B73 NIL-1031,109440945,109441528,121068544,121068552,S6_109440945,S6_109441528,S6_121068544,S6_121068552,174033170,109441236.5,121068548,11627311.5,0.0668108930039027
6,CML103/B73 NIL-1164,0,0,4326642,4326679,S6_179381,S6_179381,S6_4326642,S6_4326679,174033170,0,4326660.5,4326660.5,0.0248611256118589
